review,service
 Je ne vais pas payer une facture que j'ai déjà payée. Veuillez régler votre système de payement en ligne si vous avez un problème.,ef
"Big FLOP TT! 👎👎
J'ai inscrit au service e-facture pour reçu mes factures par mail comme vous avez mentionné sur site, mais j'ai rien reçu",ef
Mauvaise experience L'achat de forfaits via l'application est compliqué .C'est même impossible le début du mois puisque le solde internet du mois précédent est épuisé,app
"Je souhaites vraiment comprendre votre logique pour le renouvellement des forfaits, avec un solde de 70 Mo tu ne peux pas te connecter, mais tu ne peux pas racheter un nouveau forfait non plus car il faut soit disant épuiser l'ancien !! estimez vous heureux que suis obligé de garder votre ligne car elle est business, mais votre app laisse vraiment à désirer !!!	",app
Désolé mais la dernière mise à jours ne marche plus? ?????????? SVP corriger ce problème le plus vite possible .merci.	,app
Pendant chaque utilisation de l'application elle demande un mise à jours. L'application ne permet pas de sauvegarder le mot de passe et le plus catastrophique l'application se bloque pendant le mise à jours ou pendant l'ouverture. Merci de demander à un étudiant de faire comme PFE une application plus efficace et jeter celle ci à la poubelle.	,app
"Souvent, il m'est impossible de payer mes factures , ce qui m'oblige à me rendre à un centre de T Télécom. Pour moi, cette situation est inadmissible, surtout pour une société de télécommunication qui prétend être moderne et à l'avant garde des nouvelles technologies.	",ef
"Bizarre. L'application ne me laisse pas acheter un forfait si l'ancien n'est pas épuisé complément. Alors que je peux le faire avec *140#. Et quand le forfait est épuisé, l'application ne peut plus se connecter pour l'achat !!!!	",app
Bonjour Personne ne répond au service client (1298)après 5mn d'attente,sc
Après la mise à jour l'application ne s'ouvre plus toujours le message d'erreur qui s'affiche. Je ne peux recharger ma ligne vraiment c'est nul.	,app
"Achat forfait impossible, toujours le même Message comme quoi vous devez épuiser l'ancien pour pouvoir acheter un autre. Malheureusement on ne peut même pas épuiser l'ancien.	",app
"Je l'ai abandonné vu que Tunisie Telecom nous oblige à la mettre à jour chaque semaine rien que pour insérer ses jeux bidons.. vous pouvez programmer un un module téléchargeable sans autant nous obliger à mettre à jour, sinon changez de développeur.",app
"Application très utile, mais il faut penser à améliorer le procédure de paiement, la solution actuelle pas efficace et très lente",app
"Me demande de mettre a jour a chaque ouverture, je n'arrive pas toujours a recharger via carte bancaire, obligée de renouveler le mot de passe à chaque connexion",app
Toujours page blanche et j desinstalé et installer autre fois mais encore page blanche,app
tres lente a ouvrir.Elle plante et ne s'ouvre pas.,app
Application utile. Dommage que le pdf des factures ne peut etre affiché.,app
il y a un grand problème au ligne ,adsl
"Essayez de moderniser votre application, comparez vous avec les autres opérateurs en Tunisie vous êtes loin de leurs niveaux, ou même dans le monde. Soyez concurrentiel et smart.",app
"Applucation non fiable, il y'a toujour le message d'erreur	",app
Pourquoi l'application ne fonctionne pas sur mon appareil Samsung galaxie? ??????!!!!!!!,app
Elle est bloqué juste après la mise à jour elle n'affiche rien l'écran est blanc.,app
Pourquoi vous exiger a chaque fois la mise à jours pour pouvoir connecter ? Je vais la désinstaller.,app
"Trop de mises à jours obligatoires, mais application formidable, merci",app
bonjour l application intrompu avec la derniere mise a jour ne souvre pas prier de resoudre la pobleme technique,app
Pourquoi le solde bonus ne figure pas dans le suivi du solde ?,app
"Impossible de payer mes factures depuis plus d'une semaine, c'est énervant à la fin",ef
Plusieurs mises à jour exigés dans des courts intervalles de temps Application limitée en options,app
Sans internet ne marche pas contrairement aux opérateurs concurrents,app
La réclamation sera effacé sans résoudre le problème. A quoi sert l'application,app
Il y a un problème pour payer plusieurs factures en même temps. Ce n'est pas normal de devoir refaire toute la procédure pour chaque facture.,ef
Je suis déçu de TT ligne adsl installée depuis 15/11/2020 jusqu'aujord'hui 02/12 avec des réclamations quotidiennement et encore pas d'internet	,sc
Il reste beaucoup à faire Vous compliquer beaucoup les choses au lieu de facilité le payement en ligne,ef
mise à jour ne signifié pas chaque jour on le mise. stop free. si vous avez pas d'argent je peux payer une bonne application pour vous.	,app
Activation forfait data partager indisponible !!!,app
L'application est dépourvue du scan code à barre pour les recharges.,app
Je suis une vielle dame donc pas très agile a la manipulation et un peu lente pour payer ma facture a chaque fois je dois recommencer 3 ou 4 fois pour que ça passe.,ef
"Arrêter SVP l'obligation de passer l'upgrade lors de l'ouverture de l'application, sinn on reste bloquer.",app
"Juste 3 etoiles, manque de recharger une autre ligne par carte de recharge",app
Bonne application ça facilite la recharge des lignes.,app
Domage qu'on ne peut pas payer nos factures TT par l'intermidiaire de cette application.,app
Je n'arrive pas à me connecter !!,app
Augmentation de 5dt pour le forfait 25gb est un vol.,fm
Application nulle tu n aboutira à aucun service,app
Deux recharges effectuées en 2020 l'une de 50 dt et l'autre de 20 dt n'ont jamais abouti malgré les réclamations transmises via votre agence commerciale de Menzel Temime,sc
sur cette application en ne peut pas payée la facture d'une autre personne,app
"Vous gagnez des Milliards et des milliards et vous n'êtes même pas capables d'investir pour améliorer une simple application. Application très pauvre je ne peux même pas suivre ma consommation internet elle n'affiche que le solde pas pratique comme les autres applications des autres opérateurs ""Orange ou Oooredoo"" chez qui l'application est très pratique suivie consommation internet et communication toutes les autres offres ... j'espère que vous allez l'améliorer prochainement.",app
Elle ne s'exécute même pas Écran blanc Et on m'oblige à leur donner une étoile,app
"Malheureuse expérience service mauvais, application lente",app
manque le suivi du bonus TT,app
Ne fonctionne pas après la MAJ,app
j'avais l'application depuis presque deux mois et je la trouvais très sympa et correcte. y a pas longtemps j'essayais d'effectuer une recharge en ligne via l'application on m'exige de faire la mise à jour. La mise à jour en question ne s'effectue pas (...) je désinstalle et réinstalle My TT mais j'y arrive toujours pas... je suis incapable de télécharger l'application. des explications ??? merci,app
"Bonjour, svp ajouter dans l'application my TT Scanner la carte de recharge merci d'avance",app
Bonjour Depuis le mois de mars l'application est devenue gênante. Je paye toujours mes factures par internet . Maintenant quand je paye ma facture tt par Internet mon compte est débité automatiquement alors que la facture n 'est pas payé. Je me suis rendu compte que je n'étais pas le seul J ai passé des réclamations sur ce sujet mais pas de réponse. Prière de resoudre ce problème le plus tôt possible avec vos développeurs.. Pour moi je déconseille fortement l utilisation de cet application,app
On ne peut pas consulter le solde du bonus. Effectué une recharge par carte de recharge via l'application pour mon numéro ou un autre numéro !!!,app
"Il y'a manque de services sur votre application, comme la liaison entre portable et fixe. Service achat solde par prélèvement bancaire, contacter service client via l'application pour renseignements quelconques, Renseignement sur les débits possibles par région. Même les questions ci-dessous ne sont pas instructives et n'ont rien à voir avec mes attentes.",app
"Bonjour, j'allais mettre 5 étoiles car j'étais entièrement satisfaite de l'application jusqu'à aujourd'hui. Je viens de recharger 10 dinars de solde et je n'en ai reçu que 8,7 dinars alors que d'habitude je reçois la somme entière 😞 Où est passé cet avantage ? Autant acheter une carte dans ce cas pas la peine de se servir de l'application. Très déçue. Nul part c'est marqué que dorénavant on va vous soustraire les 700 millimes par 5 dinars de recharge.😠 En attente d'une réponse de votre part..",app
bonne application mais le suivi de la consommation data pour mon offre PREVILEGE est toujours non fiable. un effort supplémentaire est obligatoire pour fiabliser le suivi des consommations des offres post payés. MAJ : en changeant de GSM (Samsung A30) l'application ne fonctionne plus et se plante au démarrage,app
"Impossible de payé par carte bancaire que se soit via l'appli ou sur votre site internet, j'ai essayé avec 3 différentes CB, on m'indique "" carte non éligible"" une honte pour une grande entreprise comme la vôtre, puis la lenteur du serveur c'est horrible ça m'a fait pensé à l'internet des années 2000",ef
Il manque des donnée pour payé par edinar D17,ef
"C'est vraiment une première, sans nouvelle mise a jour l'application ne s'ouvre pas, et la navigation est payante.... imaginez que j'ai épuisé mon solde internet et je veux acheter un forfait avec l'application comment on fait ...les malins ???",app
"Une application plein de bugs, et avec une plaque men dari qui masque le contenu et ne pemet pas un suivi exhaustif de la consommation et des abonnements payants aux services, médiocre.",app
"Comme tout en tunisie cette application est une pure calamité , j'essaie de recharger je remplis toutes les étapes et à la fin ils me demandent de mettre le code qu'ils m'ont envoyé par sms je met le 1ér code car je n'ai reçu aucun autre et au bout de 3 essais et comme je n'ai pas d'autre code ils bloquent ma carte pour tout E achat un conseil à éviter",app
J'aurais voulu en mettre 5 étoiles mais pour le moment je ne suis pas satisfait par le service car il y a la possibilité de recharge de carte 5dt ou 10dt mais plus maintenant outre que le paiement par carte postale a été suspendu je ne sais pourquoi,app
Parfait et utile,app
C'était bien je payer tout a travers lapplication mais malheureusemnt depuis un mois j'essaye de payer par carte bancaire sur my tt Ou la page internet mais rien ne fonctionne Et je me vois couper la ligne dommage Mou je suis en incapacite de me déplacer Je suis déçue .Le problème ne vien pas de moi C'est tout le cite de Tunisie Télécom depuis un mois Je veux bien payer mais ya til une solution svp Je suis cliente depuis 1994,ef
"Lorsque j'appuie sur paiement facture, j'ai toujours ce message qui s'affiche ""une erreur est survenue. Veuillez réessayer ultérieurement ""	",ef
"Application trop trop lente, des erreurs survenus a chaque opération, le message ""réessayer ultérieurement"" est tjs affiché... J'en ai marre, je désinstalle.",app
TT vous remercie et vous informe que votre reclamation est enregistree le 24/04/2020 11:39:25 sous la reference 1-NN8GVN7. j'ai versé 30 dt à un N abonnée indiqué dans la réclamation qui n'est pas arrivé jusqu'à aujourd'hui... je pense que j'ai le droit de savoir.. 👹👹	,sc
"Cette application me facilite la vie : suivi de solde, paiement facture, achat forfait. A améliorer le suivi des forfaits internet pr les offres post payés	",app
Voleurs 25 GB = 30 Dt et réseau 0	,fm
"un erreur dès que j'ai essayé d'inscrire, donc je la désinstaller dommage. une seule étoile est beaucoup pour cette application. ne dérangez pas vos clients par des messages concernant cette application.	",app
"Chargement de données très lent, fausse donnée sur mon solde, message d'erreur permanent lorsque je voulais envoyer un message au service d'assistance.",app
"Le forfait corporate ne s'affiche pas dans le solde ou dans le suivie consommation, il affiche toujours 0, il faut y aller par la methode ancienne.	",app
Bonne application mais pour effectuer une recharge de solde on doit avoir une carte bancaire ya pas une possibilité de recharger avec une carte edinar smart merci de trouver une solution	,app
"Application sans intérêt tant que la payement en ligne n'est pas fonctionnel D'ailleurs même le payement en ligne web n'est pas fonctionnel, alors arrêtez se faire de la publicité mensongère	",app
"Services inaccessibles, hdia net comme exemple, la recharge est compliquée, etc, 0 étoiles si je le pouvais...desinstalle de suite😏	",app
une tres mauvaise expérience j'ai deux lignes et chaque fois que je m'inscris il m'affiche que le numero n'appartient pas au login c'est du n'importe quoi ce nest pas professionnel	,app
j'arrive toujours pas à me connecter toujours un message d'erreur qui s'affiche veuillez réessayer ultérieurement	,app
"Le paiement postal dans l'application ne marche pas et lorsque je choisi le paiement par la carte postale, la page de la paiement bancaire s'ouvre non de celle de la poste	",ef
C'est l'application la plus inutile au monde La recharge en ligne ne marche pas Pour acheter du solde internet ça marche pas (il faut épuiser votre solde) du n'importe quoi,app
Des temps de chargement à chaque écran et je ne comprend pas pourquoi vous faites de la pub TT sur une app Tt	,app
Je comprend pas sa fonctionne plus chez moi depuis le derniere mise a jour 😥	,app
la nouvelle version ne fonctionne plus sur mon téléphone impossible de s'authentifier.	,app
Je n'ai pas reçu mon code sms	,app
arrêtez la mise a jour obligatoire svp	,app
Lforfait 25 go avant il est de 25 dt est après il est de 30 dt pourquoi just 5 d tu viens de perdu tes clients tt c'est bizzare ça	,fm
Bonne application mais elle demande bcp de mise à jour sans intérêt.	,app
C'est honteux 😡 l'app ne marche pas et c'est toujours le même message d'erreur 🤦🏻‍♀️	,app
Ça fait une éternité que j'essaie de payer les factures d'internet avec.. ça fonctionne pas.. une grande déception..	,ef
Problème de paiement en ligne. ..le navigateur se bloque	,ef
"Je dois avoir un numero mobile TT pour pouvoir créer un compte !!??? Mais si j'en ai pas , et je veux payer mes factures pour une ligne fixe !! ?? C'est une perte du temps	",ef
Trés bien merci aux devs tt	,app
l'application ne se lance pas toujours un message d'erreur	,app
Ca buge toujours en plus elle est lentr en execution	,app
"Aplication pour la forme , on peut pas croire que c'est l'application qui appartien au plus grand et premier oppérateur en tunisie. Désolé de vous le dire c'est une honte.	",app
Dsl j'ai pas aimé cette application Car je trouve pas mes points fidélité à chaque fois où j'achète une carte de 5Dt ou 1Dt	,app
Comment introduire le code client. J'ai essayé comme ceci. x.xxxxxxxxx comme indiquer a la facture. Mais il me dit verifier le code client. Merci	,ef
Le paiement par carte de la poste tunisienne pourtant vous le proposez mais réellement ça se bascule sur un formulaire destiné au CB	,ef
"plus que 3 mois je peux pas accéder à mon compte, je sais bien mon mot de passe mais rien ne change, application nulle	",app
Où est la gratuité? Je n'ai pas pu accéder au 200mo gratuit valable 15jrs. Comment faire ?	,app
Pourquoi le forfait 25Go a passé a 30d au lieu de 25?	,fm
Toujours erreur lors de paiement en ligne je peux pas payer	,ef
Mon numéro corporate ne marche pas !!! Catastrophique	,app
il manque l'affichage du solde du forfait et de son bonus.	,app
Maj hebdomadaires obligatoires sinon l app ne marche pas Parfois ça bugg et se ferme toute seule	,app
Dans l'application my orange les forfaits internet sont avec une validité illimité pourquoi ne pas faire pareille	,app
Un erreur lors de passer un offre de 6 go internet... c'est bizarre !!!	,app
Arnaqueurs le prix de l'Internet ds tt le monde ne cesse pas de s'abaisser. 0 service pour 5dt de plus.	,fm
j'ai pas reçu le 1 Go internet apres faire installer et se faire connecter,app
Ne s'adapte a mes attentes,app
Mode paiement ne marche pas s est pas comme d habitude	,ef
N'est pas compatible au version Android 4.4.2 😞	,app
le payement par compte postal ne se fait plus,ef
honte a vs a votre service technique..10 réclamations et un mois d attente.. et tjrs pas de solution,st
Svp le paiment en ligne ne passe pas,ef
Pourquoi le paiement en ligne par my tt ne fonctionne pas ?,ef
Tunisie Télécom et alors !!! Ça sert à Quoi s'ajouter des nouvelles options alors que les anciennes sont déjà défectueuses ????? Une semaine pour réparer une cnx ADSL???? CEST LA HONTE !!!,st
"Bonjour j’ai une réclamation depuis le 08.Aout !!!!! Aucune réponse , aucune réaction , les bureau technique fermer , les téléphones personne ne répond : LA HONTE WALLAH",st
"Bjr
Svp ligne int est coupée depuis vendredi soir
J ai fait une reclamation samedi matin
Pas de resultat jusqu a maintenant",sc
"Ce n'est pas vrai, je suis abonné Tunisie Télécom (convention syndicale offre illimité), la qualité du service est très catastrophique. L'offre est devenue limitée sans aucun préavis, de plus, la vitesse de téléchargement est très faible. Parfois je n'arrive même pas à ouvrir mon compte mail. Vraiment, c'est la plus mauvaise expérience que j'ai vécu avec Tunisie Télécom par comparaison à Ooredoo et à orange deux opérateurs que j'ai essayé auparavant (leur service est plus meilleur que TT).",adsl
Connexion mobile rapide et stable,fm
Je déposé une demande Internet illimitée a l agence de Ben Arous depuis le 23/06/2020 et aucun réponse jusqu'à ce jour j appelle par téléphone aucun ne répond (domicile Médina jadida 3),sc
depuis vendredi la ligne téléphonique est dérangé j'ai fais 2 réclamations vendredi et lundi et jusqu'au maintenant pas de réponse,sc
"Le service ADSL que propose Tunisie Telecom à ses clients est totalement médiocre et à revoir, des dysfonctionnements techniques avec des interruptions de service trop fréquentes sans parler de la qualité du débit, et pour couronner le tout, un délai de quelques semaines pour résoudre un problème de synchronisation et clôturer une réclamation, et on nous dit de Consommer Tunisien !!!",adsl
J’ai pas encore la connexion ADSL pourtant le modem installé depuis lundi,sc
3 jours pour avoir un conseiller commercial business et toujours pas de réponse. Aucun numéro ne fonctionne c’est la honte. De pire en pire les entreprises publiques dans notre chère Tunisie,sc
"Depuis le 27 février ma ligne fixe est dérangée malgré mes réclamations aucune réponse à part "" envoyez votre numero en privé bla bla bla "" et puis rien",sc
"« rappel :C le 9 ème jour sans internet( ADSL) merci Tunisie Telecom, on veut savoir C quoi le problème technique zone terminus métro ben arous? plusieurs réclamations sont faites auprès de vos services sans suites ou sont les responsables et la direction générale de Tunisien Telecom , et on parle de télétravail; cours en ligne et de digitalisation »",st
Votre service client est lamentable on appelle on ne raccoche au nez el ils sont incapables de répondre à nos questions vraiment rien à dire,sc
"problèmes synchronisation plusieurs réclamation envoyés mais rien n est fait service inrespensable
Catastrophique",sc
Je veux payer online la facture de mon internet mais je ne connais pas le num de la facture... Pourquoi ne pas lier le paiement tout simplement au numéro du téléphone???,ef
Très très déçu de votre service technique 😡😡😡 je vous ai réclamé chaque jour pour traiter mon problème ADSL mais toujours la même réponse,st
On attend toujours le réseau de Telecom après le vol des boîtes de dérivation de ben arous a côté des bureaux technique,st
"j'ai un problem qui date depuis 4 mois, mon pere est tres age donc il ne peut pas reclamer chaque semaine .Vue que j'habite en Allemagne , je ne peux rien faire sauf de l'espoire. Depuis Fevrier on attend l'activation de la ligne telephonique pour activer Internet aupres du fournisseur d'acces Topnet , jusqu'a jusqu'à présent rien de nouveau . Svp il faut reagir, ce n'est pas normal 4 mois d'attente pour une simple action..",sc
"Bonjour, je viens d'installer une ligne téléphonique avec ADSL depuis plus que deux mois, jusqu’à maintenant je n' ai pas eu ni de connexion téléphonique ou d'internet , nous avons appeler vos services auprès de mon domicile",sc
J'ai voulu acheter un forfait internet partagé l'opérateur a refusé m'informant que mon numéro de téléphone n'appartient pas à Tunisie TELECOM alors que mon numéro commence par 98..... bizarre ????!!!!!,fm
J’ai un problème avec la ligne téléphonique ( pas de tonalité) et donc pas d’internet et pas de possibilité de travailler. j’ai déjà fait une réclamation. Je vous envoie par messenger mon numéro et la réclamation faite. Merci de trouver une solution.,adsl
 j'ai une semaine que j'essaie de contacter le service client mais sans succès,sc
J'ai fait deux réclamations à tt pour activation de ma ligne téléphonique et pas d' intervention ( il y a plus que 3 mois),sc
Bonjour. J'ai un abonnement ADSL smart 4M est-il possible possible d'augmenter le Débit ?,adsl
Brabi penser à vos clients qui sont sans internet ! Des réclamations faites sans retour de votre part ! J’attends l’activation de ma ligne adsl depuis 1 mois ! C grave !,sc
Ligne téléphonique coupée (pas de problème commercial) donc pas d'internet et pas de cours en ligne.,adsl
je veut désactiver forfait internet,fm
j'ai pas pu payer la facture par internet avec e-dinar.,ef
"Ça ne marche pas votre truc, le paiement en ligne par carte bancaire ne passe pas !!!",ef
hier j'ai voulu essayer cette opération pour éviter les queues d'attentes et utiliser la technologie à distance surtout à cette période d'épidémie mais l'opération n'a pas voulu aboutir lors de la phase de payement. après plusieurs tentatives j'ai cédé et je me suis contenté de me rendre aujourd'hui à une de vos agences ou la file était importante surtout qu'il n'a pas un lieu d'attente sous le soleil.,ef
J'arrive pas à accéder sur mon espace client et vous ne répondez pas sur messenger et vous raccrochez lorsqu'on vous appelle.service clients nul,sc
"SVP , lors du payement par carte bancaire, c'est quoi le code que je dois ajouter ou dessous du code de la carte (il est en 3 chiffres je pense).",ef
"J'ai chargé ma ligne en utilisant ma carte bancaire, j'ai reçu un mail de confirmation de l'achat et la somme a bien été relevée de mon compte mais je n'ai rien reçu au niveau du solde de ma ligne.",ef
pourquoi le payement bancaire par carte ne marche pas.pour payer les factures??,ef
"pourquoi l'offre 25 go à 25 d valable un mois ne fonctionne pas après 1h du nuit !!!
malgré que le forfait à 10 d de 1h -10h est épuisé ?!",fm
je n'arrive pas à payer en ligne!!!!!!!!!!!!,ef
"Je suis habitué à payer ma facture mobile via l'application My TT avec une carte Postale (Visa Electron) sauf que votre système les derniers jours malgrès qu'il me propose le choix désiré mais en le faisant il me redérige vers un formulaire destiné au paiement par CB. Donc je n'arrive pas à effectuer le paiement de ma facture à distance.
Prière de résoudre ce beug rapidement.",ef
"Bonjour,J'ai un problème avec le câble téléphonique coupé au niveau du poteau, pouvez vous nous envoyer un technicien pour le rebrancher si possible pendant le weekend
Adresse 6 rue salambo bhar lazreg la Marsa numéro de la ligne 70690084 . Merci",st
Ma LR est en dérangement depuis le 9/3/20 malgré les différents réclamations aucun signe de vie ! ! ,sc
Fly box connexion très faible,adsl
Toujours pas de connexion depuis 3 jours ... Aucune personne du service technique ne m'a appelé !!!! Vous n'êtes pas du touuuuut professionnel ! C'est HONTEUX,st
"si un sous-traitant lié à votre société fait une intervention au niveau du poteau Télécom et nous coupe la connexion, et même suite à une réclamation et un déplacement jusqu'aux vos bureaux à 2 reprises ils ne veulent pas intervenir en disant que notre réclamation date d'hier donc il faut attendre la semaine prochaine, alors que 2 sous traitants sont déjà disponible !!! C'est la responsabilité de qui !!! Faites vôtre travail convenablement nous sommes en télétravail",st
Vraiment vous avez un service mediocre. Je fais 2 reclamations a cause d'un problème de connexion et je ne recois aucune reponse depuis deux semaines!!!!! C'est inadmissible,sc
"je suis nouveau aboné topnet , la connexion est coupé la plus part du temps,",adsl
"Bonjour, je suis étudiant.J'ai passé 16 jours en Ramadan sans connexion",adsl
La connexion est devenue trop lente ces dix derniers jours. Y a t-il un problème ?. Est ce que ça va s'arranger ou pas encore?,adsl
"Bonjour ,je vous demande de bien vérifier le débit wifi de ma ligne internet 73658872 à sidi alouane .Le débit est très faible et parfois il y a des coupures. Très urgent. Merci pour vous",adsl
j'ai fait 2 réclamation sans retour depuis 2 avril,sc
Operation de paiement bloqué ,ef
"je n’ai plus d’internet ma facture est payé
Vous avez un service technique qui ne répond jamais depuis plus d’une semaine",st
Bnjr svp j'ai  fixe chez moi sans tonalité alors sans internet,adsl
J'ai pas pu m'inscrire dans votre site pour effectuer le paiement ?? Comment faire !,ef
Depuis le 27/2 j'ai réclamé un dérangement de ma ligne téléphonique et jusqu'à maintenant rien n'a été fait,sc
Connexion faiiiiiiiiible,adsl
"Ma ligne téléphone est hors service depuis hier soir. Du coup, Adsl aussi",adsl
non-conformité du contrat 8 méga au débit attribué qui est en réel 4 méga seulement.,adsl
 aucun passage de technicien (zone khzema-est Sousse),st
vraiment c honteux votre service inrespensabl plusieurs réclamation depuis un mois mais rien n est fait,sc
Service irresponsable non professionnel j'ai déposé plusieurs réclamations plus qu'un mois mais en vain c'est de la honte !!!!,sc
Le technicien sur terrain est nul.. jattends son arrivée depuis le 07-04 pour verifier la ligne extérieure .. il arrive et quite vite faus sans finaliser son travail ..apparament il branché ma ligne sur le port dun autre client.et me demande su voisin reclame merci de ne pas communiquer mon numéro.. Internet ne fonctionne toujours pas..je lappelle refuse de retourner et me raccrohe au nez.. mon fournisseur ne cesse pas de vous relancer mes reclamations et rien de votre part... mon travail est bloqué .. veuillez bouger,st
"pas de personnel chez vous pour rétablir la connexion .
C'EST HONTEUX !!!!!!!!!!!!!!!!!",st
Le 18 mars 2020 ( avant confinement générale) je me suis dirigé vers le local de l'équipe technique zarzouna et il m'ont dit qu'ils vont venir l'après midi mais aucun technicien n'a venu.,st
Le 18 mars 2020 ( avant confinement générale) je me suis dirigé vers le local de l'équipe technique zarzouna et il m'ont dit qu'ils vont venir l'après midi mais aucun technicien n'a venu.,sc
Pour moi le telechargement n'est pas terminé,app
Indisponibilité de temps en temps,app
Excellente bien fait,app
Aucune utilité. Bug dès l'ouverture,app
mon num 98989208 etait optica j ai payer toutes mes factures jusqu au moi mai 2020 et toute etait en régle mais apres que jai annulé mon contrat au service comercial au kef et ma ligne est devenu offre pré -1=11 j la surprise c est que jai trouvé que tunisie telecom a ajouter recament une facture de montant de 908 dinars .je voudrai une explication avant de porter plainte au tribunale administratif .jattend votre explication et merci,ef
Impossible de payer les factures fixes ( transaction non autorisée)	,ef
Pratique et facile,app
Toujours l même message d erreur,app
payement facture en ligne pas accessible	,ef
C'est null vous nous invité à installer l'application alors que elle est pas en état de marche ! C'est pas professionnel	,app
Cette application est médiocre et manque de nombreuses fonctionnalités,app
"ça marche pas sur android 9, y a t il une mise à jour proche ?",app
"comment savoir son login je l'ai créer y'a longtemps sur le portail tt et c'est tjr liée a mon numéro P.S. : ça marche bien , merci pour la réponse",app
"Il ne mérite pas plus de trois étoiles et c'est beaucoup déjà, à chaque fois que tu fait un mis a jour le compte sera fermé jusqu'a faire une mise a jour",app
Je n'arrive pas à payer avec ma carte bancaire il est préférable d adopter une façon plus simple comme chez orange *139#	,ef
chaque entré tu dois ecrire le mots de passe😂🤣chaque 3 jour mise a jour page acueille le plus deficile des aplication vous devez faire formation a india	,app
pour quoi cette app ne marche pas sur le réseau wifi,app
J'ai installé l'application mais j'ai pas reçu mes 200 mega ??????	,app
Toujours serveur introuvable,app
app crash au démarrage	,app
"Normalement je connais mon solde de forfait , bonus, solde et forfait internet,.... a l acceuil non pas au suivie de la consommation et chaque rubrique seule.	",app
Je ne peux pas payer mes facteur il me dit un problème est survenue revenir ultérieurement,ef
A améliorer vous pouvez mieux faire,app
Réseau amélioré internet plus Kirapide,adsl
Le paiement bancaire des factures ne marche pas,ef
Le code fourni n'est pas valide,app
Le paiement par carte bancaire ne fonctionne pas,ef
20dt pour 25Go si non dégage,fm
trop de beug! merci de bien tester vos applis,app
Internet ne fonctionne pas,adsl
quel est le code pour suivre la consommation Internet sim corporate,app
Ça marche pas,app
Supprimer ça de Google play 😡😠,app
Vous le savez déjà que la majorité des tunisien n'ont pas de carte bancaire comme mon ca alors pourquoi toujours vous rejetez la carte postale???,ef
Nul vraiment ! Je viens de la desinstaller,app
Voulez-vous s'il vous plaît permettre le paiement et la recharge via carte postale,ef
Revenir à l'ancien prix du forfait,fm
Revenir à l'ancien prix du forfait 25G 20D,fm
J'ai installé l'application mais je n'ai pas reçu 200 mo gratuit comme vous avez dit Et je veux une réponse rapidement,app
Prix élevé de forfait,fm
Trop cher l internet mobile,fm
25G pourquoi 30Dt!,fm
J'ai pas reçu le SMS,app
Revenir a l'ancien prix du  25 giga	,fm
Le resau est catastrophique,adsl
Revenir a l'ancien prix du forfait,fm
répondez a la réclamation,sc
"chaque jour un mise a jour, c'est pas possible",app
Très lente et rien de nouveau J'ai regretté pour l'a télécharger,app
Le paiement par carte postale ne fonctionne pas …,ef
"L'application ne répond pas aux exigences du client, est lente, ne contient pas de nouvelles et complexes, ce qui provoque le désir de ne pas l'utiliser",app
annuler le forfait de 30 dinar ,fm
revenir a l'ancien prix du forfait 25go a 25d,fm
Forfait 25g b 30dt !!! Pourquoi	,fm
beaucoup de bug et trés lente,app
reventir a l'ancien prix du 25go,fm
reventir a l'ancien prix du forfait,fm
le prix du forfait est très élevé,fm
pour quoi ce mise a jour chaque mois? chaque mois une nouvelle idée vous ne pouvez pas collectés tous les idées une seule fois Je déteste les mises a jour exagérées,app
"voleur , revenir a l'ancien prix du forfait 😡😡😡",fm
Je ne peux pas créer de compte,app
jolie application elle me facilite beaucoup de choses comme les codes dont je ne me souviens pas direct j'accéde pour passer l'offre que je veut,app
"pourquoi tous les transactions passait par le compte bancaire ...  et celui qui n'a qu'un compte postal, il ne peut pas conclut ses factures .. Encourager les transactions avec la poste tunisienne.",ef
"L'application manque beaucoup de choses l'interface est vide, vous ne pouvez pas connaissez le bonus, l'internet restante, ... Regardez l’interface d’Orange, et Faitez comme elle",app
Elle ne mérite pas  acune étoile,app
pourquoi chaque jour un mise a jour,app
Merveilleuse application que Dieu vous bénisse,app
application n'apporte aucun avantage nul,app
My TT bonne application 👉📱,app
" je passe forfait 10,5dt ne dure pas que 15j malgre j'ai pas ouvrir des videos  !!!!! deçue :/",fm
je déteste les mise a jour,app
"Impossible de créer un compte, message d'erreur en permanence... Avant de lancer une application on l'a teste ! Si je n'étais pas habitué je serai déçu 👎	",app
J ai pas pu créémon espace suite au message d'erreur la on me dit je suis inscrite mais j ai pas mon login,app
Pour la premiere fois que TT a fais quelque chose de bien bravo les développeur elle et mieux que celle de ooredo et orange	,app
Rades plage les lignes fixes sont coupées depuis le début février et l'Internet avec,adsl
Quand vous aller venir m'installer le fixe pour L'ADSL S'il-vous-plaît je travail avec !?!,sc
JE FAIS UNE DEMANDE POUR INTERNET ILLIMITE ET MALHEUREUSEMENT JQTTENDS JUSQUA MAINTENANT,sc
On a fait un abonnement avec topnet Bizerte il ya plusque 2 semaine et on attend encore que vous venez installer une ligne est ce que il y a un délais ( type d abonnement adsl ),sc
Debit ADSL nullllllll,adsl
Vous auriez dû regler les reclamations de vos clients ADSL au lieu de faire du marketing en periode de crise. Dernières réclamation a travers topnet le 29 fevrier sans réponse et sans amélioration.,sc
