review,label
Merci beaucoup pour cette nouvelle application tt	,5
Merci beaucoup pour les application	,5
Comment suivi le forfait fb	,3
Comme activer le bon plan ???	,3
J'ai installé l'application mais je n'ai pas reçu 200 mo gratuit comme vous avez dit Et je veux une réponse rapidement	,2
Très bon pour nous	,5
TT faire une chose utile dans le meme niveau avec les autres ou mieu ou c'est pas la peine,1
C est une excellente application	,5
ne marche pas	,1
Ne se met pas à jour	,2
j ai pas recu le 1go bordel j ai fait l inscription tout est bon mais j ai pas recu le 1go	,2
application tetplanta bizarre	,1
c'est une application ou bien un erreur😑😑😑😑nuuuullllll	,1
merci beaucoup pour cette application	,5
"Merci pour votre application,et vos bonus cadeau.	",5
Comment puis-je faire le suivi de consommation clé 3g ?	,1
je n'ai pas reçu 1GB	,1
merci 1Go internet	,5
J'ai installé l'application my tt mais je n'ai pas reçu 1g gratuit	,1
Infos et moi avons eu un un 1⃣ retour 1⃣à la poste 📯 à peu de	,5
j'ai pas reçu le 1Go	,2
Mauvais application j'ai installé il y a un mois je ne gagne pas rien👎👎👎👎👎👎👎👎👎👎👎	,1
Telecome la meilleur 👍👏	,5
application difficile à utiliser	,1
Vous ne dites pas la vérité où ma 200 mo je n'ai pas reçu aucun message	,1
"N'importe quoi,c nulle.¿?????????????????????	",1
Merci votre application	,4
arreter les mise a jour	,1
Prix élevé de forfait	,1
Trop cher l internet	,1
c'est bien ❤	,4
Vous aurez du au moin donner 100 Mo par jour gratuitement dans cette crise du corona	,1
la semaine dernière je me permets donc wwwwweé ,1
Très mauvais application 👎👎👎👎🖕	,1
Je n'ai rien utilisé encore donc je ne peux rien dire	,3
en train de decouvrir	,3
Vous êtes vraiment profissionnels bonne continuation	,5
Ç est pour qui cette application ???	,3
25G pourquoi 30Dt!	,1
Je n'aime jamais très mauvais	,1
une bonne application👍💛	,5
Allez vous faire foutre bande de rien,1
Très mauvais app 😑	,1
Je suis vraiment désolé mauvais service	,1
Je suis fier de l applications	,5
c'est déjà fait et Je n'ai rien recu	,2
Nouveau produit à vérifier	,3
Merci pour cette application	,5
Il faut emoliore cette application	,3
J'ai pas reçu le SMS	,2
les etapes s'il vous plait	,5
salut pk je ne peut pas accéder a mon compte avec l'application j'ai fait l'inscription mais je ne peut pas accéder	,1
toujours fête avec ttc,5
Meilleur en Tunisie	,5
Je veux bien le selfcare	,2
je suis toujours tunisie telecom	,5
je te donne 1/10	,1
Je viens de commencer?	,1
Ou le 1go gratuit ???	,1
vive l operateur national	,4
merci pour les services	,5
Très faible pour vous	,1
C'est bien	,4
Je peu pas telecharger ilya un problm	,1
Revenir a l'ancien prix du  25 giga	,1
Le resau est catastrophique	,3
tt est le premier en Tunisie	,5
merci pour 1go cadeau merci tt	,5
Merci beaucoup pour votre aide	,5
Bonne continuation.	,5
Merci pour 1G👌	,5
Bien comme debut	,3
Revenir a l'ancien prix du forfait,1
C'est jolie	,5
TT est TOOOOP	,5
Tres bien pp	,5
J'aime bien my tt 😙❤	,4
un gega gratuit	,5
trés bein le aplication	,5
merci pour 1G belle application	,4
Nullllllle comme tt	,1
tres bou application	,4
libérer l'internet,1
transfert de solde 4999 < 2001 hhhh honte pour vous,1
excellente,5
Bien,4
Bien,5
mauvaise entreprise et mauvaises applications et mauvaise connexion supprimées ca du play store Arrêtez le scandale,1
l'application ne marche pas chez moi,1
Application scandaleuse,1
Waw	,5
Bravo,5
Bien,5
Bien,5
Bien,4
Bien,5
s'il vous plaît laissez nous transferer de l'internet avec my tt,1
si il ya une note inférieur je va la donner,1
excellent avec tunisie telecom,5
Très vite merci beaucoup …,5
répondez a la réclamation,1
Dieu soit avec vous,5
Bien sur 👈	,5
Top,4
Application tree facile	,5
Bon allez-y,4
4ans	,4
jolie,5
jolie,5
BRILLANT,5
Oui merci	,5
Bonne,5
Excellent	,5
Bien	,5
Bien,5
Bien,5
Bien,5
Bien,5
Bien,5
Bien,5
Bien,5
bien,5
cool,5
Nulllll,1
Ecrlent,5
❤️❤️❤️❤️❤️	,5
Good,4
Bien,5
Bien,5
chaque fois une mise a jour,2
application bonne et fiable,5
excellente application,5
Très très bien😀😀,5
très jolie,5
😅😅😅😅😅😅	,5
👍👍👍👍👍	,5
?????? !!!!!!!!!!	,1
Très bien	,5
Kkk,5
Top,5
Okkkk,5
Instassifsante	,1
🤮,1
Pas mal	,5
Durée Incroyable	,5
Ok	,3
Good	,5
Bonne	,5
Ok	,4
Bien	,4
belle,5
Bien	,5
Good	,5
Excellent,5
Joli,5
ok,5
Gooood	,5
"chaque jour un mise a jour, c'est pas possible",1
mauvaise,1
😎,5
ok,5
bien	,4
Merveilleux et bon,5
biennnnnnn <3	,5
Très cool,5
bien,5
Bien,5
Bien,5
Bon	,5
Bien	,5
Bien	,5
Genial	,5
Bien	,5
Bien Bien Bien	,5
Très lente et rien de nouveau J'ai regretté pour l'a télécharger,1
La fonction d'achat d'une offre Internet à partir de cette application ne fonctionne jamais,1
Le paiement par carte postale ne fonctionne pas ...	,5
Excellent ... vous aider à gagner du temps ... avec toutes les garanties ... Merci,5
aucun cadeau	,1
ok,4
excellent,5
excellent,5
Bien trés	,5
Bien,4
Excellente,5
Nul,1
Bien,5
"L'application ne répond pas aux exigences du client, est lente, ne contient pas de nouvelles et complexes, ce qui provoque le désir de ne pas l'utiliser",1
nullllllllllllllllllllllllll,1
Bon applicacion	,5
Bien,5
Bien,5
Ok,5
Exellent,5
Exellent,5
j'ai déja l'application  pourquoi elle me demande de la télécharger,1
annuler le forfait de 30 dinar ,1
bonne application,4
nul,1
excellente,5
formidable,5
Bravo,4
excellente,5
merci,4
Bravo	,4
Merci beaucoup	,5
Médiocre,1
Magnifique	,5
Formidable	,5
bien,5
vraiment vous êtes le plus mauvais aprés ooredoo la mauvaise pus que j'ai acheter j'achete un forfait il se termine rapidement ,1
s'il vous plaît tout le monde donne une seule etoile car il ont ajouter 5 dinar au offre ,1
LE pire opérateur de la tunisie chaque heure le réseau tombe en panne,1
revenir a l'ancien prix du forfait 25go a 25d,1
"C'est mon numéro, que vous avez rejeté 98253356",1
Forfait 25g b 30dt !!! Pourquoi	,1
beaucoup de bug et trés lente,2
 #libérer l'internet #reventir a l'ancien prix ,1
libérer l'internet voleurs,1
que du vol Des voleurs,1
reventir a l'ancien prix du 25go,1
reventir a l'ancien prix du 25go a 20dt,1
reventir a l'ancien prix du forfait,1
Nicess and solide application international line redirecting deviser	,4
Zéro zerooooo	,1
application zéro	,1
N'a aucune crédibilité,1
Arrêtez le monopole,1
Service zéro	,1
reventir a l'ancien prix du forfait,1
Très cool,5
Belle application,5
Service zéro	,1
Très bon,5
Des voleurs	,1
Trop cher	,1
25g 30dt 🙄😥😡😡	,1
Trop chers ⚠️⚠️	,1
Perdant,1
Satisfait	,5
Zero	,1
bonne,4
mauvaise,1
Eficase,5
voleurs,1
Zéro 	,1
Réussir,5
Voleur	,1
Zéro 	,1
Joli,4
Superbe application	,5
Insatisfait,1
Ok,5
Bien,5
Parfais	,5
biennnn,5
Bien,5
nul,1
pour quoi ce mise a jour chaque mois? chaque mois une nouvelle idée vous ne pouvez pas collectés tous les idées une seule fois Je déteste les mises a jour exagérées,2
C moche	,1
mal société	,1
excellent,5
Très bien	,5
Pas professionnel	,1
Mediocre	,1
Merveilleuse,5
Null,1
Bien,5
mauvaise et nul cette application,1
zérooo très lente,1
je suis en train de decouvrir l'app	,3
bonne application,5
Sous expérience,3
Réseau zéro	,1
bonne application,5
nul,1
mauvaise application	,1
Professeur,5
fort,5
merci,5
moyen,3
jolie,5
zéro,1
nul,1
Bravo,5
voleurs,1
Bien 	,5
Bien ❤️	,5
Excellent,5
Bien,5
Bien,5
Geniale,5
Bien,5
Bien,5
Bien,5
Bien,4
Bien,5
Bien,5
Excellente	,5
"🤕🤕 Le niveau des services fournis n'est pas requis, et n'augmente pas à la valeur de cet ancien opérateur",1
envoyer moi le code maintenent svp,4
"voleur , revenir a l'ancien prix du forfait 😡😡😡",1
Je ne peux pas créer de compte,1
trop chere,1
Bien,5
Excellent,5
voleurs,1
bien,5
Bravo	,5
Moyen	,3
Très bien,5
Très bon	,5
Mediocre	,1
Nul	,1
Bien	,5
Bien	,5
Bien	,5
Bien	,5
Nul	,1
Bien,3
jolie application elle me facilite beaucoup de choses comme les codes dont je ne me souviens pas direct j'accéde pour passer l'offre que je veut,5
"pourquoi tous les transactions passait par le compte bancaire ...  et celui qui n'a qu'un compte postal, il ne peut pas conclut ses factures .. Encourager les transactions avec la poste tunisienne.",1
"L'application manque beaucoup de choses l'interface est vide, vous ne pouvez pas connaissez le bonus, l'internet restante, ... Regardez l’interface d’Orange, et Faitez comme elle",1
Elle ne mérite pas  acune étoile,1
pourquoi chaque jour un mise a jour,2
Bien pouvez-vous ajouter la langue arabe,5
Le my telecom est bien	,4
Merveilleuse application que Dieu vous bénisse,5
Service zero application zero	,1
"Bravo Team super update, super ergonomique 👍	",5
elle n'ouvre pas,1
jolie,5
mauvaise,1
mauvaise,1
Excellent,5
magnificence,5
Inutile,1
magnificence,4
bonne,5
Bonne Application	,4
bien,5
Bien,4
Excelante	,5
bien,5
Bien	,5
Bien	,4
Super	,4
Bien	,5
Je desinstalle (Quel intérêt de vous !!! rien),1
"c'est nul , rien n'est utile",1
Pas mal,3
Pas encore	,3
vers le meilleur,3
Merci Telecom	,4
Pire qu'Ooredoo !!!!	,1
TT Très bon,5
Tres pratique !!!	,5
Top	,5
Perfect,5
Bien,5
Bravo,5
Extra,5
Cc,5
Bravo,5
Très serviable	,4
Instable	,1
Magnifique !!!!!	,5
Excellente	,5
Null.	,1
Excellent,5
Gout	,5
Intéressante	,5
Mauvaise	,1
Good,5
Excellent	,4
Bien	,5
Magnifique,5
Ok,5
Excellente	,5
Bien	,5
Bien	,5
bien	,5
Tjr des maj maj maj maj c nullllll	,1
Gentil,5
Très utile	,5
Parfaite,5
Bien,5
Acceptable	,4
Activer STOP ALL	,1
Très reussie	,5
Supper application	,5
Jolie,5
Pas adapté	,3
Bonne application	,5
bien,4
"je veut une réponse pourquoi la couverture dans la région de Sidi Omar Rowad est devenue désastreuse après avoir conseillé à nombre de mes amis d'acheter vos produits au lieu des produits de vos concurrents. Oui, la couverture Internet 4G est devenue désastreuse. Ne le dites pas moi le problème avec votre téléphone, le même téléphone quand je suis dans un autre endroit comme le shurya Waha ou Ariana, la vitesse du débit atteint 50 Mo, et à Sidi Omar Ruwad, parfois elle ne dépasse pas 1 Mo. Veuillez informer la personne qui a le décision d’intervenir, merci.",4
"Problème de Tunisie Télécom. La plupart des services ne sont pas disponibles, comme le suivi de la consommation, la lecture de la facture de téléphone, en plus de l'impossibilité de recharger un téléphone fixe via le téléphone mobile. Généralement, des services très médiocres en plus de la faiblesse du réseau. Dans l'ensemble, l'évaluation est médiocre",1
"Avant de parler de l'application qui nous semble insuffisante avec une pincée de besoins, je veut parler sur Internet dans son ensemble, ici à Sigomi, plus précisément dans le quartier du 20 mars comme la Kaaba.",1
"bonne et amusante, manquant d'un peu d'encouragement à  🚪 s'amuser",3
je ne peut pas obtenir du credit,1
"Nchalah, elle s'ameliore plus",3
Encore beaucoup d'amélioration,3
Facteur decembre	,5
bravo,5
mauvaise,1
Bien	,5
très mauvaise,1
Pas mal	,3
Bien,5
Parfaite	,5
Bien	,5
Le meilleur,5
bon,5
Bien	,5
Parfaite	,5
bien,5
Mauvais	,1
Magnifique,5
Bien	,5
Bien	,5
Nul	,1
Excellent,5
merci,5
aide énormément	,5
Application pratique	,4
Tunis Telecom est un autre monde,5
mauvaise,1
Vive TT😍👍	,5
bonne,5
Extra	,5
Nul	,1
Bien	,4
Parfaite,5
Efficace	,4
Bogues fréquents et mise à jour impossible à installer,1
Outil simple et rapide,4
Bien,5
Bravo	,5
j'aime beaucoup l'app my tt,5
magnificence,4
Zéro	,1
Ok,4
bien,5
Merci beaucoup,5
bien,5
Exenlent	,5
Moyen,3
Top,5
Jolie,5
Très bien	,4
Bonne application,5
Bonne,5
Nullll,1
Excellente	,5
Ok,5
Bien,4
bien	,5
bien	,5
Il a l'air bien car il permet une identification facile des services,4
application banalle ,1
bien 😘😘 nous à faciliter les choses Merci tt,5
bien	,5
merci,5
ok,4
bien,5
impeccable	,4
Bien	,5
"pire entreprise de communication que j'ai vue dans ma vie ,voleur de tous côtés. Je conseille tout le monde de ne pas acheter cette puce",1
très bien,5
vive TT	,4
Félicitations  Félicitations,5
très pratique,5
bien tt	,5
Ok,5
excellent	,5
biennnn,5
bon,4
"Merci, c'est quelque chose de spécial pour votre bon trafic",4
application n'apporte aucun avantage nul,1
je veut ganger un tel ctt ❤ My TT	,5
mauvaise,1
meilleur application,5
je va tester cette application plus tard	,3
bien tt un	,5
My TT bonne application 👉📱,5
bon travail tunisie telecom,5
magnificence,5
magnificence,5
bien,4
en vavoire	,5
perfect,4
merci,5
des voleurs	,2
bien,5
trė bien	,5
tres bien	,5
application excellente	,5
Bonne continuation	,5
très intéressant	,5
Bon applis	,5
mal,1
Arnaque	,1
nul,1
bonne application❤❤❤❤	,5
Magnifique,5
Ok,5
Bon,5
bien,5
merveilleux	,5
magnifique,5
bon,5
bien,5
bien,5
bien,5
biennnnnn,5
ok,5
bien	,5
efficace,5
Bien,5
bien,5
Merci pour 1Go (et nchallah elle ne va pas etre volé) 🤔😉 je l'ai pris hier et elle a terminer aujourd'hui et toute la journée j'utilise le wifi ,5
"pourquoi elle fonctionne qu'avec la connection !!!!! en plus vous volez du forfait !!!  je passe forfait 10,5dt ne dure pas que 15j malgre j'ai pas ouvrir des videos  !!!!! deçue :/",1
le pire opérateur dans la tunisie que du vol l'application ne marche pas vraiment je va changer a ooredoo ou orange c'est mieu je deviens malade,1
meme vous volez 1g free c'est honteux,1
Le meilleur réseau de Tunisie,5
"MY tt j,aime beaucoup	",4
bravo 😃	,5
pas marche	,1
Que Dieu vous accorde le succès,5
merci TT	,5
bonne aplication merci	,5
continuez,5
Nulllllll zerooooooo	,1
magnificence,5
tres bien	,5
bonne application	,5
bien merci	,5
bien	,4
biennnn,5
bien,5
c'est pas normal ils m'ont donné 1go et ils ont le volé,1
Application échouée,1
bien,5
Merci Merci	,5
Très beau,5
bon aplication	,5
très bien	,5
Je n'ai pas reçu mon 1 Go,1
aplication excellente 😁😁💕	,5
Très bonne application,5
Comme c'est beau ,5
Très faible	,1
Fiable,5
Jolie,5
bravo,5
bonne app	,5
magnificence,5
merci,5
bonne,5
bonne,5
excellente,5
excellente,5
tres bien,5
tres bon	,5
trés facultatif	,5
très bien	,5
très bien	,5
bonne app,5
bonne application	,4
mauvaise	,1
ok,5
bien	,5
bien	,5
ok,5
bon,5
bien	,5
bien	,5
bien	,5
bien	,5
c bien	,5
impact positif	,5
Pourquoi ce maudit français envahit vos commentaires et si c'était correcte ... écrivez en arabe,1
"En dessous de zéro, services médiocres à tous les niveaux, même le portier, l'opérateur, n'ouvrez pas le compte par moi-même, Dieu, en vous, vous êtes une perte de temps seulement",1
j'ai installé l'app et j'ai pas pris 1 g !!!!!!,2
"Salut ,Super appli. Excellent",5
"facile et beau, que Dieu vous aide",5
Actuellement l'application est inaccessible	,2
belle appli,5
je déteste les mise a jour,2
Fait,5
moyen	,3
besoin d'amélioration,3
bien,5
bonne	,5
bien,5
bon	,5
cool,5
bien,5
bien,5
bien,5
bien,5
magnifique,5
facile	,5
belle applications,5
"Si vous regardez la dégradation des services télécoms de la Tunisie, vous n'excluerez pas qu'elle soit exposée à une conspiration interne pour faire migrer ses utilisateurs vers d'autres entreprises",1
Inscription échoué	,2
Magnifique,5
Joli,5
parfait,5
bien	,5
applicaton nul	,1
cool,5
"Lors de la inscription, sortie de la page avant même de avoir pu noter le login, donc impossible de se connecter ensuite. Impossible aussi de récupérer le compte puisque l'application réclame le logiciel au lieu de demander le numéro de téléphone ! Vraiment mal conçue donc",1
"Impossible de créer un compte, message d'erreur en permanence... Avant de lancer une application on l'a teste ! Si je n'étais pas habitué je serai déçu 👎	",1
A vérifier le problème de connexion à l'application par Wi-Fi (ADSL) - pas de problème pour le 3G.	,3
J ai pas pu créémon espace suite au message d'erreur la on me dit je suis inscrite mais j ai pas mon login	,1
Pour la premiere fois que TT a fais quelque chose de bien bravo les développeur elle et mieux que celle de ooredo et orange	,5
j arrive pas a créer un compte sous pretexte que j ai deja un compte sauf que j e na i pas de compte	,1
J'ai un numero fixe pour lequel je veux verifier les factures. Coment faire?	,4
Application et connexion merdiques	,1
Facture non mis a jour en plus tro lourd	,1
Très utile pour gérer plusieurs comptes TT	,5
Excellente application ... Enfin,5
Bravo,5
Bonne appli	,5
Application indispensable	,5
Pratique	,5
Enfin !!	,5
Très utile et pratique!	,5
Très utile et pratique	,5
Très utile & pratique	,5
J'arrive pas a s'inscrire	,2
BONNE APP.	,4
"Null ... un perdant par excellence ... Quand un poulet qui pond des œufs cesse-t-il de vendre du vent à plusieurs fois le prix? A l'époque de la Corona, le monde s'est arrêté, mais telcom n'a pas arrêté le chantage ... Une fois qu'elle vous a pris des casques et payé deux dimensions, et une fois la facture prise, félicitations payées de la banque et donnez-moi vos coordonnées bancaires .. Quant à l'application, c'est un échec par excellence: elle ne vous donne pas vos coordonnées, les services que vous avez utilisés Ni le coût des appels que vous avez effectués ... cette application ne demande qu'une chose ... Payer .. . alors je l'ai essayé et je l'ai enlevé ...",1
"#libérer l'internet Les gens chez eux et la connection est coupé pour nous
et on ne peut pas sortir, et payer et de rompre la quarantaine générale imposée dans le pays",1
"Tunis Telecom et d'autres entreprises pillent .. Topnet vous oblige à vous y abonner, et son réseau est parfois lent et son débit est intermittent. Quant à Tunisie Télécom, son réseau donné mbile il est faible et très intermittent, surtout si vous êtes à l'extérieur la ville.",1
savoir comment passer le forfait netbox 4g data only ils ont dit payer 1 dinar et tu trouve 1go j'ai payer 2 dinar et  rien,3
Rire .. est ce qu'il est vrai que cette application est de tunisie telecom elle est  lourd et en plus compliqué ?? L'application doit être simple et ne dépasse pas 3MB,1
"Une société exploiteuse a levé 5 dinars dans le forfi le plus recherché de Tunisie et ne pense pas à ses clients, tous préoccupés par le profit financier.",1
"Telecom, le grand nom,vide, c'est rien surtout dans la connection .franchement, Orange a volé plus que vous.",1
"Des services qui ne répondent pas aux besoins du client avec l'augmentation des prix et la diminution du réseau de communication, une étoile et c'est beaucoup pour vous",1
"vous envoyer un message, installer l'application, vous gagnez 200 mo. Bon Dieu vous, des voleurs et des chiens ",1
vous êtes en train de lever les prix et votre service est nul,1
Erreurrrrrrrr vous ne voulez pas donner 200 mg,1
c'est une application chienne et menteur je vous conseille de ne pas l'installer,1
pourquoi vous ne donnez pas 200go comme my ooredoo ou my orange,2
voleurs revenir a l'ancien prix du forfait,1
diminuer le prix et arrêtez du voler 25g=25dt....,1
"Merci Telecom, que Dieu vous éclaire et vous aide",5
jolie service et je conseille télécharger apk,5
92474346 je veut avoir du bonnus,3
bonne application,4
c'est quoi ce code	,3
crois moi ça craint,1
voleurs c'est honeteux,1
"J'adoreeeeeeee télékom, que Dieu vous protége",5
trés mauvaise et c'est de mensonge,1
j'ai mis 5 étoile juste pour mon pére 😉😉😉,5
nuuuul nuuuuuuuul nuuuuuuuuuuul!!!!	,1
libérer l'internet,1
jolie un site très cool,4
"Wow, cette application est géniale",5
J'adore ça avec ,5
Qui expédie 40000 gemmes,3
Bravo 	,5
Cava mais pas a ce point 😒😑	,3
revenir a l'ancien prix voleurs 😡😡😡,1
mauvaise,1
"J'ai été à l'aise avec l'application de Topnat pendant 4 ans, ce qui est merveilleux, facile et confortable, quant à Telecom, c'est une affaire troublée, ni par le contenu ni par sa complexité dans toutes les opérations. La dernière chose disparaît et se transforme en blanc page même après qu'elle soit cassée et rechargée, et même les opérateurs télécoms ont été surpris que l'application ne réponde pas sur place. Bien que toutes les applications répondent au téléphone, soit d'une part le mauvais internet en permanence sur le réseau dans la ville de Monastir, un autre sujet a été la réponse au célèbre mot est un travail en cours, quant à la facture Rabido, elle est prête avant même l'heure avec une demande de paiement",1
#libérer l'internet,1
#libérer l'internet,1
5dt c'est pas normale,1
elle ne s'installe pas,1
Une chose merveilleuse,5
Mes arbres gentiment,5
pourquoi j'ai pas récu le message,3
meilleur my TT,5
télécom toujours net,5
Nous voulons Alok gratuitement,5
nul,1
Non télécharger ?!	,1
Excellente <3	,5
Elle ne veut pas s installer	,2
Pire tt❤,1
meilleur application et meilleur puce🏅🔥👏👏👏👍💯,5
Ils mentent aux gens .....,1
Bonne pour les clients	,5
meilleur de tt ❤❤,5
merci pour vous,5
Très bon application merci TT	,5
Très valide	,4
pas mal,2
excellente,5
Pauvre application	,1
merci pour vous,5
excellente hhhhh,5
je ne peut pas l'installer,2
La meilleure chose,5
Magnifique application,5
comment elle fonctionne,3
merci telecom	,5
APK zéro	,1
aucun chance	,1
libérer l'internet,1
Très cool,4
merci beaucoup,5
c'est pas normal,1
Free Internet	,1
libérer la connection,1
Bonne application,5
Bonne application,5
mauvaise qualité,1
jolie,5
meilleur application,5
beaucoup du vol,1
belle,5
mauvaise,1
Free internet	,1
0 zéro,1
meilleur application,5
Bone aplication	,5
parfait ✌💗,5
Internet est très prédominant 😡,1
Tj deconnect	,1
Juste pour voir le solde C'est pas utile !!!!!!	,2
Nous vous aimons Telecom 👊👊👊,5
En cours d'amélioration.. Courage,3
Bien ❤️❤️,5
bravo 👏	,5
Pas bon du tout,1
bonne ❤,5
mauvaise,1
Null forfait 25g a 30d !!!!!	,1
voleurs 😡😡,1
joli application	,5
bonne application	,5
Tres bien	,5
Jolie,5
Meilleur,5
bonne,5
Nuuul	,1
Mal,1
bonne,5
bien,4
bonne application,5
Bonne,5
Uui,5
Joli,5
Bon application 😊❤❤	,5
gg,4
gg,5
mauvaise,1
voleurs,1
Excellent,5
voleurs,1
jolie,5
excellent,5
bonne,4
Nonnnnnnnnnnnnnnnnnnnnnnn	,1
bon,5
ok,4
magnificence,5
Top,5
Mavaise	,1
nul,1
bonne,5
vous etes des voleurs,1
merci,5
bonne app,5
dégouté,1
excellent,5
Parfait,5
toop,5
bonne,5
jolie,5
bon,5
voleurs,1
compat	,5
Medioooooocre	,1
excellente,5
lente,1
zero	,1
Princesse,5
merci,5
bonne,4
Nuul,1
merci,5
merciiiii,5
jolie ,5
merci,5
mal,2
bonne,5
bon,5
Stupide,1
Profiteur	,1
Profiteurs,1
non,1
Mourir,2
magnificence,5
salut,5
mauvaise,2
boone,5
merci beaucoup ☺	,5
jolie,5
bien,5
bonne,5
Extraaaaaaaa	,5
trés bien	,5
Belle application	,5
voleurs 😡😡😡😡,1
... l'escroquerie ... et la tromperie …,1
bonne 😍😍😍😍😍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
25G.o = 25 Dt 🤬🤬🤬😡😡😠😡,1
du vole et Échec 😡😡😡😡😡😷😷😷😷😷😷😷😷😷😷😷😷🤧🤧🤧🤮🤧🤮🤧🤧🤧,1
Belle applications	,5
un bon ap	,5
très bien	,5
Trop nul	,1
très bien,5
très mauvaise	,1
Cava bien	,5
Excellente application	,5
Brilliant App	,5
pas mal	,3
Mauvaise application	,1
bonne application	,5
trés beaux	,5
tres bien	,5
Jolie application	,5
Bon service	,4
Tres jolie	,5
Trop nul	,1
Bonne app	,5
Bon travail	,5
c bien	,5
très bien	,5
Bonne appli,5
dommage,1
Catastrophe 😑😑😑😑👎👎👎👎👎,1
Faible	,2
Médiocre	,1
A amélioré....	,3
Excellent	,5
excellent,5
belle	,5
J'aime💜😘😍	,5
Super	,5
Null,1
Bien	,5
bien,5
bien,5
Bonne	,5
Bien	,5
bien	,5
Mauvaise	,1
bon,5
bien	,5
Nul	,1
good,5
Good,5
Fantastique,5
Ok	,5
bien,5
bien,4
bon,5
Bien,5
Ok,5
belle,5
bon,5
Excellant	,5
Nule,1
Bien,5
Bien,4
Bien,5
Ok	,5
bien,5
Beau,5
Bien,5
cool	,5
nul,1
Géniale	,5
bon,4
bon,5
Bon,5
bien	,5
Bon,5
Bien	,5
bien,5
bien	,5
Bien,5
Bien,5
Ok	,5
Bonne	,5
Bien,5
Ok,5
bien,5
bonne,5
bien	,5
Bon,5
bien	,5
bien	,5
Bien	,5
Excellente,5
Bien,5
Bon,4
Nul,1
excellente,5
j'adore,5
Application intéressante La partie consacrée à la validité de la recharge ( en bas du montant) est en gris et c'est difficile à lire Essayez de trouver une autre couleur Encouragements pour vos efforts Version IOS: 13.3.1	,3
"N'achetez pas via l'application, ils n'émettront pas de remboursement en cas de problème.",1
My tt il y a boucoup de cadeaux	,5
"L’app ne fonctionne plus depuis des semaines mais, je l’ai désinstallé et réinstallée ça a fonctionné merci	",3
L’application se déconnecte et bug trop sur IOS 14.3 (Iphone Xs Max)	,1
j'ai crée un compte et il me demande valider votre numerau j'ai écrit mon numéro mais elle ne fonctionne pas,1
Mauvaise application	,1
Mauvaise application vraiment je suis dessus.	,1
Bonne application et très utile merci TT Mais reste a améliorer	,3
Bien. Application tres utile	,4
Intéressante et utile Il manque le suivi internet saba	,4
"Pourquoi la session expire? Et pourquoi crèer un login quand on peut utiliser le numéro de télephone directement? La récupération de mot de passe ne marche pas sans login. Aucn sens, aucune logique, on dirait que personne de chez TT utilise l’application",2
Pourquoi on ne peut pas suivre le solde du forfait Facebook ?	,3
Bien	,5
"J'ai crée avant et j'ai oublié de mettre le numéro, et ils demandent login, je me souviens le numéro c'est suffisant pourquoi ils sont liées",1
Tu galères en temps d’attente pour créer un compte ensuite pour logger on te demander de réessayer ultérieurement. J’abandonne...	,1
Une application banal et nulle qui n'atteint pas à l'origine les niveaux plus bas d'applications.pfffff Elle n'a rien à voir et il ne fonctionne pas,1
Je ne peux pas créer un compte	,1
1. Authentification très lente 2. Messages de déconnexion et de changement de numéro inutiles 3. Recharge à travers un numéro de carte ou ticket indisponible 4. Impossible d’acheter un forfait pour une SIM Data 5. Bug pour certains numéros au niveau des factures qui sont visibles sur le site web et non pas sur l’application mobile 6. Une équipe de support qui ferme les tickets sans comprendre le problème décrit et sans feedback client,1
J’arrive pas à avoir un login malgré que j’ai suivi les étapes indiqués !!	,1
Je pense qu’il faut changer la couleur du status bar. La couleur « default » sera mieux que « light ».	,2
"Bonjour , #Tunisietelecom est ce que c'est normal quand j'essaye de payer ma facture en ligne sur mon espace TT et avec mes accès je me trouve sur d'autres comptes??? Une, deux , n fois. Et j'ai toutes les informations confidentielles des clients : numéro, factures, adresse, montant.... ça c est grande faille de sécurité dans votre système d'information qui ne peut que nuire aux données personnelles des clients. J'appelle service client pour me renvoyer vers un autre numéro qui décroche mm pas!! Et on néglige la réclamation depuis 2 jours. Question: est ce que c'est normale??",1
"Tunisie Telecom on attend depuis 6 mois l’installation d’une ligne téléphonique,toujours rien à ce jour et pas de réponses a priori ils ont dit qu'ils ont fait un  appel d’offres pour l’installation du nouvel immeuble hhh",1
La connection chez moi est movaise j'ai passé une réclamation depuis deux mois mais aucune réponse jusqu'à aujourd'hui,1
Connexion médiocre!,1
honte a vs a votre service technique..10 réclamations et un mois d attente.. et tjrs pas de solution,1
"Service nul et médiocre!!! Internet j'ai payé abonnement 20 méga , je trouve 4.5 méga!!!",1
Après une coupure internet il y a quelques jours la connexion est revenu mais j'ai 8 méga dans les paramètres du routeur au lieu de mon offre de 10 méga (waffi). Réclamation faite il ya 2 jours et toujours même problème.,1
